"Prediction","Ground Truth"
"24.76411247253418","25"
"21.00112533569336","27.5"
"24.528654098510742","30"
"19.618967056274414","35"
"28.326488494873047","37.5"
"27.168527603149414","40"
"29.644718170166016","40"
"32.66384506225586","37.5"
"32.11297607421875","40"
"29.701309204101562","40"
"29.32697105407715","42.5"
"35.781494140625","50"
"36.09000778198242","52.5"
"30.24122428894043","47.5"
"38.061561584472656","50"
"39.97400665283203","52.5"
"37.29375076293945","47.5"
"37.69382858276367","42.5"
"38.29909896850586","40"
"41.13798141479492","40"
"43.335697174072266","40"
"30.04829216003418","40"
"33.87757110595703","40"
"30.07618522644043","40"
"32.19313430786133","40"
"37.71235275268555","42.5"
"39.77642059326172","47.5"
"38.42831039428711","50"
"41.85136032104492","42.5"
"42.830570220947266","47.5"
"40.82636642456055","50"
"37.07021713256836","52.5"
"34.02749252319336","52.5"
"31.959341049194336","50"
"30.41783332824707","45"
"33.853973388671875","52.5"
"30.927915573120117","50"
"26.95784568786621","45"
"22.2918758392334","40"
"14.99163818359375","35"
"9.948707580566406","27.5"
"10.740852355957031","17.5"
"19.553306579589844","35"
"14.493699073791504","27.5"
"11.382132530212402","17.5"
"5.145766258239746","0"
"5.070674896240234","0"
"4.290083885192871","0"
"16.02281951904297","17.5"
"14.979005813598633","20"
"16.96788215637207","22.5"
"20.42157745361328","25"
"21.517724990844727","27.5"
"27.096004486083984","27.5"
"23.855253219604492","30"
"23.261987686157227","27.5"
"30.767526626586914","27.5"
"27.818025588989258","30"
"30.879600524902344","32.5"
"22.225793838500977","35"
"26.509145736694336","35"
"25.252389907836914","25"
"39.037635803222656","35"
"34.58633804321289","35"
"30.930294036865234","25"
"23.8304500579834","22.5"
"14.8653564453125","17.5"
"7.134897232055664","0"
"5.146020889282227","0"
"10.770712852478027","0"
"10.124860763549805","17.5"
"9.503067016601562","17.5"
"9.015664100646973","17.5"
"6.295717716217041","17.5"
"9.589662551879883","17.5"
"8.160489082336426","17.5"
"12.185397148132324","17.5"
"10.818689346313477","17.5"
"13.566667556762695","17.5"
"8.759119033813477","17.5"
"4.9053521156311035","0"
"5.170251846313477","0"
"18.51150131225586","20"
"26.34488868713379","20"
"30.058795928955078","22.5"
"33.58041000366211","25"
"28.145275115966797","25"
"20.616708755493164","25"
"23.88678550720215","25"
"31.39410972595215","25"
"28.995553970336914","25"
"33.019222259521484","25"
"33.008697509765625","27.5"
"25.59592056274414","27.5"
"26.381223678588867","27.5"
"30.185869216918945","27.5"
"29.694095611572266","27.5"
"29.505475997924805","27.5"
"28.4725399017334","27.5"
"28.660951614379883","27.5"
"18.297693252563477","27.5"
"16.892301559448242","25"
"14.114466667175293","22.5"
"24.424318313598633","27.5"
"21.408117294311523","25"
"16.443029403686523","22.5"
"13.425201416015625","17.5"
"4.173854827880859","0"
"17.916805267333984","30"
"24.32503890991211","35"
"25.91373634338379","40"
"27.627153396606445","45"
"15.939107894897461","47.5"
"7.076592445373535","47.5"
"16.749065399169922","42.5"
"36.84121322631836","47.5"
"36.10014724731445","47.5"
"19.823026657104492","42.5"
"19.831369400024414","37.5"
"28.31761360168457","35"
"30.91385269165039","32.5"
"31.2084903717041","35"
"21.58016014099121","35"
"31.899993896484375","32.5"
"30.8204402923584","35"
"29.484861373901367","37.5"
"29.918119430541992","42.5"
"34.87968063354492","42.5"
"34.45420837402344","42.5"
"33.62772750854492","42.5"
"34.513240814208984","42.5"
"33.307613372802734","42.5"
"29.58023452758789","37.5"
"24.313663482666016","27.5"
"16.78633689880371","22.5"
"11.338675498962402","0"
"15.96041488647461","17.5"
"9.566305160522461","17.5"
"13.309593200683594","17.5"
"12.245260238647461","17.5"
"12.270307540893555","0"
"8.6326322555542","0"
"16.73938751220703","0"
"22.050336837768555","17.5"
"21.086748123168945","20"
"23.998918533325195","25"
"27.675283432006836","25"
"25.985891342163086","27.5"
"27.772830963134766","27.5"
"32.55564498901367","25"
"31.389192581176758","27.5"
"28.94959831237793","27.5"
"27.77031898498535","27.5"
"28.741838455200195","32.5"
"28.271085739135742","35"
"30.53105926513672","37.5"
"28.946775436401367","32.5"
"29.004398345947266","35"
"30.722105026245117","37.5"
"29.128602981567383","37.5"
"28.595256805419922","37.5"
"27.556930541992188","37.5"
"26.795625686645508","35"
"28.871944427490234","37.5"
"28.196027755737305","37.5"
"27.758028030395508","35"
"23.606191635131836","32.5"
"13.323728561401367","27.5"
"10.241334915161133","25"
"7.644516944885254","20"
"21.155229568481445","27.5"
"10.193084716796875","25"
"7.03984260559082","20"
"8.790000915527344","17.5"
"8.759993553161621","0"
"8.491344451904297","0"
"6.22032356262207","17.5"
"8.66047477722168","17.5"
"12.865230560302734","17.5"
"10.888825416564941","17.5"
"11.749908447265625","20"
"14.69198989868164","20"
"18.312192916870117","22.5"
"8.331743240356445","20"
"12.331856727600098","20"
"16.993022918701172","22.5"
"18.470863342285156","25"
"27.884056091308594","27.5"
"34.79379653930664","30"
"39.965328216552734","30"
"27.95170783996582","27.5"
"29.972139358520508","30"
"37.32398223876953","30"
"41.38552474975586","35"
"42.61275100708008","37.5"
"44.37856674194336","42.5"
"44.800899505615234","45"
"44.70243835449219","37.5"
"44.52408981323242","42.5"
"45.579532623291016","45"
"46.96564865112305","50"
"46.79452133178711","50"
"45.23442459106445","50"
"43.41729736328125","50"
"46.96369552612305","50"
"46.76613235473633","50"
"46.880550384521484","50"
"47.07148361206055","50"
"45.96335983276367","45"
"43.97563552856445","42.5"
"41.964210510253906","40"
"44.33657455444336","45"
"41.12611770629883","42.5"
"43.207313537597656","40"
"39.95817947387695","40"
"42.6838493347168","37.5"
"43.3287239074707","37.5"
"45.374595642089844","40"
"40.69939422607422","37.5"
"40.95637512207031","37.5"
"42.839134216308594","40"
"41.28203582763672","40"
"38.355281829833984","35"
"26.278003692626953","25"
"18.16438102722168","20"
"36.350582122802734","35"
"19.0491886138916","25"
"19.103309631347656","20"
"12.786918640136719","17.5"
"10.249565124511719","0"
"6.794390678405762","0"
"6.6844482421875","0"
"4.344226360321045","0"
"5.928678512573242","0"
"4.615575790405273","0"
"3.4445316791534424","0"
"3.0272977352142334","0"
"3.0310282707214355","0"
"2.8970658779144287","0"
"34.4764404296875","22.5"
"33.60458755493164","25"
"31.05308723449707","32.5"
"27.24306297302246","35"
"36.7589225769043","37.5"
